0,1,0.039584,0.806482,0.078646,0.227778
0,2,0.305339,0.864121,0.057552,0.271759
0,3,0.408073,0.904629,0.059375,0.190741
0,4,0.422916,0.815509,0.060416,0.258796
0,5,0.312760,0.723380,0.059896,0.247685
0,6,0.426953,0.710417,0.047656,0.224537
0,7,0.231901,0.624537,0.038282,0.184259
0,8,0.326823,0.603240,0.047917,0.205556
0,9,0.426302,0.603935,0.043750,0.183797
0,51,0.000261,0.256018,0.054166,0.220834
0,52,0.037499,0.165741,0.033334,0.175000
0,53,0.060417,0.200926,0.030208,0.170370
0,54,0.135417,0.176852,0.023958,0.106018
0,55,0.146354,0.151852,0.027344,0.138426
0,56,0.173437,0.140278,0.038802,0.153703
0,57,0.240885,0.243518,0.039584,0.245370
0,58,0.267709,0.282407,0.053646,0.217592
0,59,0.337500,0.342593,0.063021,0.125926
0,60,0.365885,0.146296,0.042188,0.153703
0,61,0.385937,0.143056,0.032292,0.144908
0,62,0.283594,0.108796,0.037760,0.128241
0,101,0.789583,0.658565,0.050000,0.199537
0,102,0.891015,0.824769,0.055468,0.246759
0,103,0.822005,0.600000,0.034114,0.172222
0,104,0.933724,0.680324,0.047135,0.195833
0,105,0.858594,0.576852,0.037500,0.152778
0,106,0.979818,0.632871,0.040364,0.171296
0,151,0.529687,0.357407,0.070833,0.142130
0,152,0.523177,0.320833,0.042188,0.179167
0,153,0.501042,0.234260,0.064323,0.150000
0,154,0.514062,0.204167,0.040625,0.159722
0,155,0.561198,0.161111,0.031250,0.168056
0,156,0.555729,0.137963,0.027604,0.140741
0,157,0.574219,0.150926,0.028385,0.126389
0,158,0.604427,0.120371,0.029167,0.148611
0,159,0.628386,0.287963,0.058333,0.209259
0,160,0.668750,0.207407,0.050521,0.205093
0,161,0.810938,0.290278,0.055990,0.209722
0,162,0.796094,0.212963,0.049218,0.207407
0,163,0.816146,0.204167,0.038542,0.199537
0,164,0.827865,0.173148,0.036719,0.208333
0,165,0.938021,0.179167,0.032552,0.163889
0,166,0.777084,0.080556,0.033073,0.118055
1,1,0.039843,0.804167,0.079167,0.231482
1,2,0.304297,0.868982,0.056510,0.262037
1,3,0.400130,0.905093,0.060156,0.189815
1,4,0.421615,0.813195,0.059375,0.248611
1,5,0.315625,0.727083,0.058854,0.248611
1,6,0.428385,0.724537,0.050521,0.245370
1,7,0.236068,0.622916,0.037761,0.182870
1,8,0.323437,0.612963,0.053125,0.217592
1,9,0.423567,0.610880,0.042969,0.186574
1,51,0.000260,0.263426,0.055729,0.217592
1,52,0.040104,0.169444,0.036198,0.164352
1,55,0.144271,0.151389,0.028385,0.134259
1,56,0.175261,0.139815,0.034635,0.157408
1,57,0.244532,0.241667,0.042708,0.241667
1,58,0.273698,0.281944,0.054688,0.218055
1,60,0.368229,0.145371,0.037500,0.156944
1,61,0.385416,0.146759,0.026563,0.136111
1,62,0.291666,0.115278,0.023177,0.112963
1,59,0.341406,0.342593,0.056511,0.124537
1,53,0.059115,0.199074,0.033073,0.168056
1,54,0.132812,0.177315,0.026562,0.105555
1,101,0.790191,0.658179,0.048264,0.198766
1,102,0.890807,0.825047,0.055260,0.247315
1,103,0.822396,0.599942,0.033073,0.172801
1,104,0.935352,0.679206,0.047699,0.195293
1,105,0.858232,0.576492,0.036603,0.152058
1,106,0.979839,0.632926,0.040322,0.171234
1,151,0.536719,0.350463,0.051041,0.149537
1,152,0.529166,0.325463,0.042969,0.174537
1,153,0.521614,0.202778,0.043229,0.206481
1,154,0.516146,0.200462,0.035677,0.194908
1,155,0.571354,0.139815,0.030469,0.155093
1,156,0.550521,0.137963,0.030208,0.137500
1,157,0.574480,0.145370,0.026562,0.128704
1,158,0.596354,0.124537,0.027604,0.142129
1,159,0.634115,0.290741,0.059375,0.209259
1,160,0.705209,0.195370,0.046354,0.208797
1,161,0.775000,0.291666,0.048177,0.200926
1,162,0.787760,0.214352,0.044531,0.206481
1,163,0.822656,0.205093,0.047135,0.187963
1,164,0.827083,0.175462,0.033334,0.182408
1,165,0.936980,0.184259,0.033593,0.156945
1,166,0.830469,0.121296,0.029166,0.146759
2,1,0.039713,0.806250,0.078907,0.226389
2,2,0.307291,0.871991,0.057813,0.256018
2,3,0.394922,0.905093,0.057031,0.189815
2,4,0.420442,0.818287,0.057552,0.257871
2,5,0.318880,0.729398,0.057552,0.249537
2,6,0.429167,0.732176,0.050521,0.243981
2,7,0.241015,0.623148,0.041406,0.185185
2,8,0.322265,0.616667,0.050260,0.221297
2,9,0.421354,0.615047,0.048438,0.192130
2,51,0.000260,0.264352,0.054688,0.217129
2,52,0.040104,0.168982,0.036198,0.164815
2,55,0.144531,0.151389,0.028907,0.134259
2,56,0.176823,0.139351,0.034896,0.157871
2,57,0.244792,0.241203,0.042187,0.238426
2,58,0.276823,0.279167,0.054948,0.220833
2,60,0.369791,0.149074,0.033073,0.144444
2,61,0.385416,0.150463,0.026302,0.134722
2,62,0.292448,0.115740,0.023177,0.112500
2,53,0.059115,0.200926,0.034375,0.173148
2,54,0.133333,0.178241,0.027604,0.104166
2,59,0.349479,0.335649,0.052864,0.129166
2,101,0.790798,0.657793,0.046528,0.197994
2,102,0.890599,0.825324,0.055052,0.247870
2,103,0.822786,0.599885,0.032031,0.173379
2,104,0.936979,0.678087,0.048264,0.194753
2,105,0.857870,0.576132,0.035706,0.151338
2,106,0.979860,0.632983,0.040280,0.171171
2,154,0.510156,0.199537,0.039583,0.179167
2,156,0.545312,0.142593,0.030469,0.138426
2,157,0.569792,0.154167,0.029167,0.130092
2,158,0.595313,0.130555,0.027083,0.138889
2,159,0.633073,0.290741,0.059375,0.209259
2,160,0.701562,0.205556,0.042709,0.193519
2,161,0.780730,0.277315,0.051041,0.221297
2,162,0.794010,0.207871,0.040365,0.207407
2,164,0.828646,0.179167,0.034375,0.175000
2,165,0.937500,0.181481,0.032031,0.159722
2,166,0.823177,0.135185,0.027604,0.152315
2,151,0.559375,0.338426,0.070573,0.161574
2,152,0.527865,0.330556,0.046614,0.165278
2,163,0.813802,0.199537,0.035677,0.181944
2,153,0.518229,0.203704,0.037760,0.187500
2,155,0.571094,0.156481,0.027864,0.158797
3,1,0.039584,0.804629,0.078646,0.225926
3,2,0.304688,0.874769,0.059375,0.250463
3,3,0.390885,0.906481,0.058854,0.187037
3,4,0.417969,0.819676,0.056771,0.253240
3,5,0.322526,0.730324,0.057552,0.245834
3,6,0.431120,0.734954,0.051302,0.251389
3,7,0.250391,0.622222,0.049739,0.182408
3,8,0.319010,0.617129,0.057292,0.220370
3,9,0.418359,0.614583,0.049739,0.187500
3,51,0.000261,0.267593,0.054166,0.214352
3,52,0.039843,0.171296,0.034115,0.155556
3,55,0.142187,0.146296,0.031771,0.139815
3,56,0.176302,0.139351,0.034896,0.157871
3,57,0.245052,0.240740,0.041927,0.237963
3,58,0.276562,0.277778,0.053385,0.222222
3,60,0.369271,0.148612,0.033334,0.145371
3,61,0.385416,0.150000,0.026302,0.135648
3,62,0.292708,0.110186,0.024219,0.118055
3,53,0.057552,0.199537,0.035677,0.175463
3,54,0.129947,0.178703,0.030208,0.104167
3,59,0.348959,0.338425,0.052083,0.130556
3,101,0.791406,0.657408,0.044791,0.197222
3,102,0.890390,0.825602,0.054844,0.248426
3,103,0.823177,0.599827,0.030989,0.173958
3,104,0.938607,0.676967,0.048828,0.194213
3,105,0.857509,0.575771,0.034809,0.150617
3,106,0.979881,0.633039,0.040238,0.171108
3,152,0.526042,0.330556,0.056771,0.169444
3,153,0.520312,0.203704,0.038021,0.199537
3,156,0.541667,0.147685,0.029687,0.134722
3,157,0.574219,0.151389,0.028385,0.132870
3,158,0.604948,0.126388,0.028646,0.146297
3,159,0.633854,0.290741,0.059375,0.209259
3,160,0.699479,0.207407,0.042709,0.193055
3,161,0.778385,0.274074,0.049479,0.215278
3,162,0.779166,0.201389,0.054427,0.206481
3,164,0.829948,0.177778,0.033073,0.175000
3,165,0.921094,0.186574,0.040104,0.151389
3,166,0.821875,0.131944,0.029948,0.166204
3,151,0.564844,0.325000,0.067187,0.175000
3,154,0.514844,0.201389,0.031250,0.189815
3,155,0.568229,0.156481,0.035677,0.164352
3,163,0.827604,0.208333,0.037760,0.192130
4,1,0.039453,0.805787,0.078385,0.227315
